iter	Logloss
376	0.09709452998
377	0.0970195232
378	0.09687313127
379	0.09669584146
380	0.09654287912
381	0.09645392997
382	0.09640086355
383	0.09631777687
384	0.09614527299
385	0.09598224734
386	0.09586182109
387	0.09573770301
388	0.09564003038
389	0.09557028343
390	0.09548159172
391	0.09543458669
392	0.09530196746
393	0.09515444048
394	0.09508035812
395	0.09489886746
396	0.09469031117
397	0.09449656317
398	0.09439395834
399	0.09428990838
400	0.09416504725
401	0.09409188347
402	0.0939483116
403	0.09384168145
404	0.09377935913
405	0.09363437138
406	0.09345220788
407	0.09328446066
408	0.09312599276
409	0.0929775238
410	0.09280420081
411	0.09266479469
412	0.09248638738
413	0.09242040248
414	0.09221780227
415	0.09211429643
416	0.09193254248
417	0.09174733074
418	0.09163318236
419	0.09151458155
420	0.09144792381
421	0.09138783648
422	0.0913047498
423	0.09114410541
424	0.09101165584
425	0.09083345331
426	0.09071147076
427	0.09056402569
428	0.09041638755
429	0.09032365881
430	0.0901433032
431	0.09002067706
432	0.08984930822
433	0.08979170162
434	0.08976144147
435	0.08969122062
436	0.08962544634
437	0.08957206398
438	0.08952947628
439	0.08942588853
440	0.08936279976
441	0.08928128108
442	0.08904949141
443	0.08893789397
444	0.08884806721
445	0.08874017914
446	0.08860107726
447	0.08851167176
448	0.08846230302
449	0.08838492083
450	0.0881986501
451	0.08816242803
452	0.08808876108
453	0.08804114757
454	0.08788366259
455	0.08778376667
456	0.08768451433
457	0.08759072661
458	0.08747808772
459	0.08740067043
460	0.08729810071
461	0.08724770809
462	0.08705094694
463	0.08694232753
464	0.08684470756
465	0.08677743549
466	0.08665768208
467	0.08657664317
468	0.08645201022
469	0.08633724166
470	0.08614613235
471	0.08608818054
472	0.08603933252
473	0.08600031964
474	0.0859447725
475	0.08588513567
476	0.08580272768
477	0.08565346302
478	0.08560831269
479	0.0855151861
480	0.08537269662
481	0.08527941206
482	0.08520109961
483	0.08517900713
484	0.08504406514
485	0.08497109442
486	0.08487859387
487	0.08480058565
488	0.08472480072
489	0.08456599932
490	0.08446575235
491	0.0844312387
492	0.0843990244
493	0.08435762441
494	0.0843161776
495	0.08424922147
496	0.08408375605
497	0.08401589891
498	0.08397668125
499	0.08392369674
500	0.08387500084
501	0.08379464647
502	0.08369909181
503	0.08366002627
504	0.08359133832
505	0.08350712244
506	0.08347562778
507	0.08340203104
508	0.08336063104
509	0.08331252022
510	0.08327691248
511	0.08324104145
512	0.08316977916
513	0.08310537982
514	0.08303975766
515	0.08298293506
516	0.08292886816
517	0.08287036053
518	0.08283549584
519	0.08279373309
520	0.08268987621
521	0.08260077494
522	0.08250136463
523	0.0823841095
524	0.0822644848
525	0.08219448628
526	0.08215391709
527	0.08213491381
528	0.08210698812
529	0.08199182756
530	0.08189369272
531	0.08181279422
532	0.0817558546
533	0.08172853739
534	0.08169629384
535	0.08160173381
536	0.08154726321
537	0.08147173571
538	0.08139211269
539	0.08132666605
540	0.0812878872
541	0.08121673022
542	0.08116664184
543	0.08110526149
544	0.08103480076
545	0.08095513092
546	0.08087503983
547	0.08076040584
548	0.08073293066
549	0.08063638722
550	0.08052373079
551	0.08043442475
552	0.08031375862
553	0.08026254104
554	0.0802184731
555	0.08016899905
556	0.08011503746
557	0.08008003235
558	0.07999897003
559	0.07993014751
560	0.07985410515
561	0.07976721547
562	0.07971545377
563	0.07965099592
564	0.07958708219
565	0.07949179667
566	0.07945893879
567	0.07937496864
568	0.07930949275
569	0.07926012402
570	0.07917051959
571	0.07913237262
572	0.07905273203
573	0.07904186717
574	0.07901590148
575	0.0789404325
576	0.07887929203
577	0.07868717638
578	0.07865679922
579	0.0786381821
580	0.07853723889
581	0.07843135764
582	0.07828257274
583	0.07823202215
584	0.07811785622
585	0.07808253516
586	0.07802093834
587	0.07797859637
588	0.07794985157
589	0.07789942384
590	0.07787498521
591	0.07775309627
592	0.07773212129
593	0.07762276468
594	0.07750346178
595	0.0774357275
596	0.07738962934
597	0.07737818525
598	0.07730417895
599	0.07725729094
600	0.07719332455
601	0.07714801625
602	0.07704366204
603	0.07700510552
604	0.0769205971
605	0.07687320592
606	0.07684278781
607	0.07677249674
608	0.07669681713
609	0.0766190956
610	0.07655549781
611	0.0765493194
612	0.0765262908
613	0.0764683624
614	0.07642611989
615	0.07637180726
616	0.07634584158
617	0.07629661326
618	0.0762577876
619	0.07622188732
620	0.07617630403
621	0.07608068501
622	0.07606543207
623	0.07604762235
624	0.07601463575
625	0.07596344743
626	0.07592119322
627	0.07581647627
628	0.07578181635
629	0.07574046316
630	0.07566869771
631	0.0755190703
632	0.07547767616
633	0.07544274125
634	0.0753536985
635	0.07532508242
636	0.07522518649
637	0.07519932612
638	0.07510638091
639	0.07507139335
640	0.07503497235
641	0.07501859606
642	0.0749199171
643	0.07486140947
644	0.07479559424
645	0.07470332772
646	0.07465519349
647	0.07462362863
648	0.07457094251
649	0.07446542986
650	0.07444511601
651	0.07442132681
652	0.07439677701
653	0.07432347865
654	0.07430961234
655	0.07428768954
656	0.07421285243
657	0.0741635422
658	0.07410532711
659	0.0740054663
660	0.07397221056
661	0.07392761605
662	0.07384050989
663	0.07379251024
664	0.07375364947
665	0.07368003518
666	0.07358151418
667	0.0735206253
668	0.07346645893
669	0.07337083407
670	0.07332977927
671	0.07329685703
672	0.07326014934
673	0.07321948654
674	0.07316863756
675	0.07312224687
676	0.07311274523
677	0.07301611403
678	0.07298741019
679	0.07294611551
680	0.07279582111
681	0.07277378714
682	0.07271549014
683	0.07266880106
684	0.07262666386
685	0.07258454422
686	0.07250851941
687	0.0724834723
688	0.07243770178
689	0.07236329763
690	0.07226767277
691	0.07222322452
692	0.07217926774
693	0.07212689172
694	0.0720726844
695	0.07199012429
696	0.07196466177
697	0.07194968382
698	0.07191982152
699	0.07187575358
700	0.0717934158
701	0.07177839689
702	0.07169804251
703	0.07165433732
704	0.0716035527
705	0.07156940764
706	0.07152412274
707	0.07149568803
708	0.07145198284
709	0.07143308487
710	0.07140061314
711	0.07137147634
712	0.07132867801
713	0.07127968373
714	0.07124793164
715	0.0712153897
716	0.07114526245
717	0.07112034406
718	0.07106656385
719	0.07103141831
720	0.07100080712
721	0.07093218938
722	0.0708276421
723	0.07079639318
724	0.07077415443
725	0.07075454267
726	0.07064522117
727	0.07060386798
728	0.07056703158
729	0.07052822347
730	0.07047443741
731	0.07046564371
732	0.07042480539
733	0.07035759768
734	0.07033095916
735	0.07030186331
736	0.0702821872
737	0.07021876493
738	0.07016349278
739	0.07011740632
740	0.07007051246
741	0.07003739714
742	0.07000506582
743	0.0699450253
744	0.0698944045
745	0.06982788133
746	0.0697843458
747	0.06976731423
748	0.06972381966
749	0.0696761301
750	0.06961411201
751	0.06956892657
752	0.06954525439
753	0.06948628455
754	0.0694348739
755	0.06936295632
756	0.06930752035
757	0.06926350506
758	0.0692070569
759	0.06917371925
760	0.06915396708
761	0.06911837104
762	0.06908606898
763	0.0690682066
764	0.06900642255
765	0.06894461509
766	0.06892661814
767	0.06887638935
768	0.06880945077
769	0.06872996231
770	0.06864344708
771	0.06861422252
772	0.06857584737
773	0.06852790037
774	0.06847256385
775	0.06843059048
776	0.06840089201
777	0.06837555821
778	0.06834523956
779	0.06827327518
780	0.0682450511
781	0.06821261447
782	0.06818229582
783	0.06814317762
784	0.06811278876
785	0.06804944255
786	0.06797614419
787	0.06792423623
788	0.06788187671
789	0.06786372764
790	0.06783261328
791	0.06780862516
792	0.06777878042
793	0.06773624537
794	0.06764088379
795	0.06757334259
796	0.06752111283
797	0.06748883417
798	0.0674672156
799	0.06740669531
800	0.06733387672
801	0.06728913594
802	0.06726555151
803	0.06724757212
804	0.06722717051
805	0.06719501472
806	0.06714186639
807	0.06710266628
808	0.06705725266
809	0.06702927431
810	0.06699505905
811	0.06695154108
812	0.06687652845
813	0.06684606938
814	0.06680542413
815	0.06676992756
816	0.06671991524
817	0.06670428785
818	0.06662444249
819	0.06658105324
820	0.0665474055
821	0.06651253495
822	0.06648473798
823	0.06645038815
824	0.06641241085
825	0.06637642866
826	0.06632084057
827	0.06626905547
828	0.06621612947
829	0.06616119666
830	0.06613232899
831	0.06609618298
832	0.06608925568
833	0.06607810412
834	0.06603388991
835	0.06601540735
836	0.06598556261
837	0.06594337861
838	0.06590765971
839	0.06588890216
840	0.06586613684
841	0.0658416397
842	0.06577084547
843	0.06572172247
844	0.06569400741
845	0.06569092405
846	0.06565849913
847	0.06562775922
848	0.06558109939
849	0.0655090648
850	0.0654757213
851	0.06545624996
852	0.06540293781
853	0.06537978635
854	0.06532137818
855	0.06527287536
856	0.06524688627
857	0.06522554269
858	0.06518880575
859	0.06517771855
860	0.0651412332
861	0.06511457127
862	0.06503833584
863	0.06498509975
864	0.06494857929
865	0.06490659421
866	0.06489434857
867	0.0648466473
868	0.06481909021
869	0.06477199742
870	0.0647538074
871	0.06469033832
872	0.06466863784
873	0.06463165517
874	0.06458572083
875	0.0645536294
876	0.06452266717
877	0.06446778701
878	0.06442412862
879	0.06434583371
880	0.06429258007
881	0.06424046148
882	0.06420629302
883	0.06417483347
884	0.0641562105
885	0.06412368026
886	0.06405066274
887	0.06400848459
888	0.06397773883
889	0.06393551973
890	0.06390854771
891	0.0638585939
892	0.0638336404
893	0.06381277658
894	0.06378296694
895	0.06373514281
896	0.06369473159
897	0.06365732766
898	0.06363346825
899	0.06358093426
900	0.06355881837
901	0.06346773955
902	0.06342120843
903	0.06339441194
904	0.06335644049
905	0.06332220768
906	0.06328720842
907	0.06323018688
908	0.0632234
909	0.06319487168
910	0.06314099201
911	0.06310730332
912	0.06305963715
913	0.0630358187
914	0.0630070505
915	0.0629733501
916	0.06295543507
917	0.06292137193
918	0.06289118199
919	0.06287633861
920	0.0628118632
921	0.06279615976
922	0.06276833938
923	0.06270938124
924	0.06265008376
925	0.06262442232
926	0.06259149423
927	0.06257514135
928	0.06254997136
929	0.06253894268
930	0.06248950373
931	0.06244489167
932	0.06241431558
933	0.06239497296
934	0.06234573879
935	0.06232808704
936	0.06228813218
937	0.06223957085
938	0.06221759539
939	0.06218674432
940	0.06216194293
941	0.06212588468
942	0.06208739251
943	0.0620703902
944	0.06204011835
945	0.0620297391
946	0.0620121283
947	0.06199481005
948	0.06197263566
949	0.06194824968
950	0.06190057766
951	0.06189467424
952	0.06187003668
953	0.06183725486
954	0.06182318377
955	0.0617785366
956	0.06174353149
957	0.06172779294
958	0.06168278887
959	0.06166486214
960	0.06165290903
961	0.06160554125
962	0.06159753156
963	0.0615717297
964	0.06154168018
965	0.06150003445
966	0.061473197
967	0.06143174435
968	0.06141764986
969	0.06139165492
970	0.06136050546
971	0.06133312974
972	0.06131098461
973	0.06128328124
974	0.06126650711
975	0.0612422791
976	0.06118342043
977	0.06114001362
978	0.06110176133
979	0.0610727357
980	0.06105873482
981	0.06102038893
982	0.06097441363
983	0.06094012816
984	0.06091298062
985	0.06086556019
986	0.06081231825
987	0.06079877959
988	0.06077334047
989	0.06074871461
990	0.06071947835
991	0.06066252703
992	0.06060957177
993	0.06058867285
994	0.06057174074
995	0.0605284334
996	0.06050101672
997	0.06048106562
998	0.06045823595
999	0.06044228677
